location,realm,normalized_x,normalized_y,region,biome_id,distance_to_capital,forced,contract,verdict
me_land_1110,WILD,0.4485958,0.5280899,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1111,BRE,0.4046398,0.2564729,me_shire_breeland_region,1,0.0248130,no,Bree-land's four-village crossroads,accepted_source_side_envelope
me_land_1112,MOR,0.6495726,0.7088422,me_mordor_region,8,0.1357809,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1113,WILD,0.5706960,0.1372741,me_grey_mountains_region,3,,no,deliberately unclaimed,wild_unclaimed
me_land_1114,WILD,0.7199023,0.9628725,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1115,WILD,0.5557998,0.1446019,me_grey_mountains_region,3,,no,deliberately unclaimed,wild_unclaimed
me_land_1116,HNE,0.5858364,0.8104543,me_near_harad_region,1,0.1074356,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_1117,ROH,0.5135531,0.5046409,me_rohan_region,1,0.0449561,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1118,GON,0.5621490,0.6233512,me_anorien_region,1,0.0342311,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1119,WILD,0.8317460,0.6668295,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1120,WILD,0.6090354,0.3610161,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1121,LIN,0.2886447,0.2735711,me_lindon_region,1,0.0626787,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1122,ROH,0.5201465,0.4772838,me_rohan_region,1,0.0746401,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1123,HFA,0.5736264,0.9702003,me_far_harad_region,10,0.0273585,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1124,UMB,0.5379731,0.8817782,me_umbar_region,9,0.0781897,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1125,GON,0.4862027,0.5818271,me_belfalas_region,1,0.1862764,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1126,WILD,0.7523810,0.7073766,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1127,HRA,0.6593407,0.9189057,me_far_harad_region,10,0.0580743,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_1128,ROH,0.5506716,0.4645823,me_rohan_region,9,0.1275050,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1129,ROH,0.4774115,0.4909624,me_rohan_region,1,0.0636168,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1130,GON,0.3990232,0.6003908,me_belfalas_region,1,0.3584555,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1131,MOR,0.6468864,0.5891549,me_mordor_region,8,0.0166393,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1132,MOA,0.4764347,0.3321935,me_enedwaith_region,1,0.0273314,no,Moria and immediate Dimrill/Sirannon approaches,accepted_source_side_envelope
me_land_1133,WILD,0.3921856,0.3957010,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1134,WILD,0.4744811,0.3820225,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1135,WOO,0.5699634,0.2061553,me_mirkwood_region,3,0.0540228,no,Arda Maps Mirkwood polygon: northern/eastern Woodland Realm; Thranduil's northern and eastern Mirkwood; Woodland Realm in northern and northeastern Mirkwood,accepted_source_zone_overlap
me_land_1136,WILD,0.6979243,0.0527601,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1137,MOR,0.6554335,0.6458232,me_mordor_region,8,0.0758103,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1138,MOR,0.6429792,0.6072301,me_mordor_region,8,0.0337873,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1139,RHU,0.7750916,0.2882267,me_rhun_region,9,0.0395598,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1140,WILD,0.7838828,0.6629213,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1141,WILD,0.4439560,0.2921348,me_north_arnor_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1142,GON,0.3748474,0.5818271,me_belfalas_region,1,0.4077076,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1143,RHU,0.7218559,0.2857841,me_rhun_region,9,0.1027225,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1144,IRO,0.6932845,0.1890572,me_rhun_region,1,0.0491113,no,Iron Hills source label and adjacent holds,accepted_source_side_envelope
me_land_1145,WILD,0.6151404,0.3815340,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1146,WILD,0.4105006,0.4792379,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1147,GON,0.5313797,0.5671715,me_anorien_region,1,0.1034579,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1148,UMB,0.5482295,0.8431851,me_near_harad_region,9,0.1204464,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1149,ISE,0.4573871,0.4455300,me_rohan_region,1,0.0247078,no,compact Nan Curunir vale north of the Fords of Isen,accepted_frontier_polygon
me_land_1150,WILD,0.4202686,0.1817294,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1151,WILD,0.3221001,0.1426478,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1152,WILD,0.4478632,0.1695164,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1153,WILD,0.4822955,0.1446019,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1154,KHA,0.8341880,0.7620909,me_khand_region,9,0.1597783,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_1155,LIN,0.2849817,0.3468490,me_lindon_region,1,0.1299915,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1156,WILD,0.6070818,0.6839277,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_1157,GON,0.5531136,0.6629213,me_lebennin_region,1,0.0719450,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1158,RH2,0.7750916,0.4127992,me_rhun_region,9,0.0801590,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_1159,WILD,0.6581197,0.4509038,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1160,HNE,0.6549451,0.8280410,me_near_harad_region,9,0.0473204,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_1161,LIN,0.2510379,0.1299463,me_lindon_region,1,0.1509096,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1162,RH3,0.8239316,0.2574499,me_rhun_region,9,0.0579856,no,northeastern Rhûn confederation beyond the Iron Hills,accepted_frontier_polygon
me_land_1163,WILD,0.8134310,0.6809966,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1164,WILD,0.6485958,0.1968735,me_rhun_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1165,WILD,0.6378510,0.2677088,me_mirkwood_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1166,DOR,0.6656899,0.3957010,me_rhun_region,9,0.0584499,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_1167,WILD,0.6429792,0.3136297,me_mirkwood_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1168,WILD,0.6627595,0.0742550,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1169,GON,0.6161172,0.7054226,me_south_gondor_region,1,0.1209148,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1170,WILD,0.4063492,0.0151441,me_angmar_region,5,,no,deliberately unclaimed,wild_unclaimed
me_land_1171,WILD,0.5934066,0.6311676,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_1172,WILD,0.7228327,0.4675134,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1173,WILD,0.7399267,0.4606742,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1174,WILD,0.7931624,0.9252565,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1175,UMB,0.5357753,0.9423547,me_umbar_region,9,0.0526895,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1176,WILD,0.3177045,0.2545188,me_shire_breeland_region,1,,no,deliberately unclaimed,wild_buffer
me_land_1177,GON,0.5804640,0.7288715,me_south_gondor_region,1,0.1176652,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1178,WILD,0.7604396,0.7151930,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1179,WILD,0.3938950,0.5036639,me_enedwaith_region,1,,no,deliberately unclaimed,wild_enedwaith
me_land_1180,GUN,0.5431013,0.1304348,me_grey_mountains_region,3,0.0861707,no,Gundabad and the northern mountain junction,accepted_source_side_envelope
me_land_1181,WILD,0.6002442,0.6453346,me_ithilien_region,1,,no,deliberately unclaimed,wild_ithilien
me_land_1182,BLU,0.2661783,0.1885686,me_lindon_region,2,0.0520429,no,Surviving Ered Luin halls,accepted_source_side_envelope
me_land_1183,WILD,0.6046398,0.4518808,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1184,RHU,0.7350427,0.1734245,me_rhun_region,1,0.1036911,no,western Rhûn polity north and east of Dorwinion,accepted_frontier_polygon
me_land_1185,WILD,0.7404151,0.7020029,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1186,WILD,0.6571429,0.0962384,me_northern_wastes_region,5,,no,deliberately unclaimed,wild_forodwaith
me_land_1187,MOR,0.6805861,0.5427455,me_mordor_region,1,0.0792810,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1188,GON,0.3648352,0.6609673,me_belfalas_region,1,0.4295472,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1189,WILD,0.3951160,0.1651197,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1190,LOS,0.2798535,0.1152907,me_forochel_region,1,0.1336864,no,Lossoth settlements around the Icebay,accepted_source_side_envelope
me_land_1191,UMB,0.5238095,0.8861749,me_umbar_region,9,0.0570230,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1192,WILD,0.4532357,0.4855887,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1193,DOR,0.7103785,0.4074255,me_rhun_region,1,0.0761810,no,Dorwinion around the northwest Sea of Rhûn,accepted_source_side_envelope
me_land_1194,MOR,0.6434676,0.6326331,me_mordor_region,1,0.0591337,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1195,SHI,0.3421245,0.2638007,me_shire_breeland_region,1,0.0355711,no,Shire bounds west of the Brandywine,accepted_source_side_envelope
me_land_1196,ROH,0.5465201,0.5437225,me_rohan_region,1,0.0958793,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1197,UMB,0.5045177,0.9726429,me_umbar_region,9,0.0383758,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1198,ROH,0.4556777,0.5163654,me_rohan_region,1,0.0887151,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1199,WILD,0.7079365,0.8749389,me_khand_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1200,WILD,0.8039072,0.9931607,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1201,DOL,0.5467643,0.3595506,me_mirkwood_region,3,0.0202477,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_1202,KHA,0.7081807,0.7283830,me_khand_region,1,0.0945336,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_1203,KHA,0.8275946,0.8221788,me_khand_region,10,0.1673023,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
me_land_1204,WILD,0.6222222,0.4152418,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1205,WILD,0.4454212,0.3595506,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1206,GON,0.4449328,0.5872008,me_belfalas_region,1,0.2675575,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1207,DAM,0.5108669,0.7054226,me_belfalas_region,1,0.0543781,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_1208,WILD,0.7965812,0.6184660,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1209,WILD,0.8102564,0.0830484,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1210,WILD,0.7579976,0.1182218,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1211,WILD,0.8158730,0.5403029,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1212,WILD,0.3457875,0.2022472,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1213,GON,0.4427350,0.5681485,me_belfalas_region,1,0.2742810,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1214,WILD,0.7746032,0.5583781,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1215,HRA,0.7274725,0.9272106,me_far_harad_region,10,0.1195262,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_1216,LIN,0.3037851,0.2515877,me_lindon_region,1,0.0275820,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1217,GON,0.5692308,0.6170005,me_anorien_region,1,0.0187627,no,Gondor fiefs from Anfalas to the Anduin,accepted_source_side_envelope
me_land_1218,HRA,0.6759463,0.9599414,me_far_harad_region,10,0.0899613,no,"Qarsad's inland Near Harad sphere, separated from Harnendor and Khand",accepted_frontier_polygon
me_land_1219,HFA,0.5931624,0.9755740,me_far_harad_region,10,0.0262638,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1220,RH2,0.7577534,0.4352711,me_rhun_region,9,0.1200428,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_1221,MOR,0.6373626,0.6116268,me_mordor_region,8,0.0403956,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1222,WILD,0.8148962,0.1001466,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1223,WILD,0.3321123,0.1958964,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1224,WILD,0.4481074,0.1851490,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1225,WILD,0.4373626,0.0674157,me_angmar_region,5,,no,deliberately unclaimed,wild_unclaimed
me_land_1226,WILD,0.6818071,0.9985344,me_far_harad_region,10,,no,deliberately unclaimed,wild_unclaimed
me_land_1227,MOR,0.6214896,0.5456766,me_mordor_region,1,0.0530188,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1228,GON,0.5553114,0.5911089,me_anorien_region,1,0.0499722,no,beacon: Min-Rimmon is a maintained Gondorian warning beacon.,accepted_required_frontier_owner
me_land_1229,WILD,0.8349206,0.2882267,me_rhun_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1230,WILD,0.7731380,0.5530044,me_mordor_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1231,MOR,0.6317460,0.5999023,me_mordor_region,8,0.0360867,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1232,HFA,0.6210012,0.9531021,me_far_harad_region,10,0.0720275,no,represented northern fringe of Far Harad,accepted_frontier_polygon
me_land_1233,WILD,0.6388278,0.4342941,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1234,WILD,0.5699634,0.4538349,me_brown_lands_region,9,,no,deliberately unclaimed,wild_unclaimed
me_land_1235,LIN,0.3140415,0.2672203,me_lindon_region,1,0.0421817,no,Lindon west of the Blue Mountains,accepted_source_side_envelope
me_land_1236,MOR,0.6788767,0.6091842,me_mordor_region,9,0.0782535,no,Mordor inside the source-reviewed Ered Lithui and Ephel Duath enclosure,accepted_frontier_polygon
me_land_1237,UMB,0.5018315,0.9838788,me_umbar_region,9,0.0506854,no,Umbar coast and corsair hinterland,accepted_source_side_envelope
me_land_1238,RH2,0.8239316,0.3321935,me_rhun_region,9,0.0510682,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_1239,ROH,0.5006105,0.5192965,me_rohan_region,1,0.0194088,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1240,ROH,0.5035409,0.5539814,me_rohan_region,1,0.0184680,no,rohan-mountain: Dwimorberg stands above Rohan's Paths of the Dead.,accepted_required_frontier_owner
me_land_1241,WILD,0.4043956,0.1558378,me_north_arnor_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1242,RH2,0.8190476,0.3742062,me_rhun_region,9,0.0451352,no,southeastern Rhûn wain-kingdom beyond the Sea of Rhûn,accepted_frontier_polygon
me_land_1243,WILD,0.8065934,0.0796287,me_northern_wastes_region,1,,no,deliberately unclaimed,wild_forodwaith
me_land_1244,HNE,0.5968254,0.8089888,me_near_harad_region,9,0.0855298,no,Harnendor between the Poros approaches and the Harnen,accepted_frontier_polygon
me_land_1245,WILD,0.3936508,0.3131412,me_enedwaith_region,1,,no,deliberately unclaimed,wild_unclaimed
me_land_1246,DAM,0.5211233,0.6511969,me_belfalas_region,1,0.0676342,no,Dol Amroth and Belfalas peninsula,accepted_source_side_envelope
me_land_1247,DOL,0.5894994,0.3624817,me_mirkwood_region,1,0.0676249,no,Arda Maps Mirkwood polygon: southern Dol Guldur shadow; Dol Guldur's southern Mirkwood shadow; Dol Guldur's southern Mirkwood shadow,accepted_source_zone_overlap
me_land_1248,MOA,0.4908425,0.3102101,me_anduin_vale_region,1,0.0253460,no,Moria and immediate Dimrill/Sirannon approaches,accepted_source_side_envelope
me_land_1249,ROH,0.4735043,0.5031754,me_rohan_region,1,0.0613591,no,"The Mark between Isen, Anduin, and White Mountains",accepted_source_side_envelope
me_land_1250,KHA,0.8017094,0.7523205,me_khand_region,9,0.0940904,no,"Khand east and southeast of Mordor, excluding Far Harad",accepted_frontier_polygon
